Sigle,Domaine,Définition,Info supplémentaire
UD,Sygma,UD : Unité de Découplage (Sygma).,
UE,Sygma,UD : Unité de Commande élaborée (Sygma). SIEMENS - rapide,
UF,Matériels,UF : Unité de relayage à 6 relais avec ou sans temporisation (MTI ou TEC).,
UF,Sygma,UF : Unité de relayage à 6 relais avec ou sans temporisation (MTI ou TEC).,
UF4,RP,"UF4 : c'est le tetrafluorure d'uranium est une forme chimique de l'uranium produite de manière intermédiaire avant transformation en UF6, au cours du processus d'enrichissement.",
UF6,RP,"UF6 : c'est l'Hexaflorure d'Uranium : conversion des concentrés d'uranium en gaz est une étape à l'enrichissement de l'uranium
- Le hexafluorure d'uranium est une forme chimique de l'uranium utilisé pour sa transformation et notamment l'étape d'enrichissement de l'uranium. La forme UF6 est très peu stable : à 56,4°C il se transforme en gaz. L'hexafluorure est un compose chimique très actif et nocif qui réagit violemment avec l'eau, incluant l'humidité de l'air, et est corrosif sur la plupart des métaux.",
UFC/l,Divers,UFC /l : Unité formant colonie par litre d’eau  (unité de comptage des légionnelles).,
UFM,RP,UFM : Unité de Filtration Mobile.,
UFPI,RH,UFPI : Unité de Formation Production Ingénierie.,
UG,Matériels,UG : Unité de relayage à 'moins sorti' (MTI ou TEC).,
UG,Sygma,UG : Unité de relayage à 'moins sorti' (MTI ou TEC).(Sygma),
UGA,Matériels,"UGA : Unité de Gestion d'alarme, voie A.",
UGB,Matériels,"UGB : Unité de Gestion d'alarme, voie B. Copyright ©  EDF-CNEPE-Hervé Chevillon",
UGV,Matériels,"UGV     : Unité de Gestion Vidéo.
UGV 1  : Unité de Gestion Vidéo (site).
UGV 2 : Unité de Gestion Vidéo (poste d'évacuation énergie).",
UHE,RP,UHE  : Uranium Hautement Enrichi.,
UHS,Sigles US,"UHS : Ultimate Heat Sink, source froide ultime, (SFU en français), notion correspondant à l'atmosphère, l'étendue ou le cours d'eau, ou la nappe phréatique, auquel ou à laquelle est transmise la chaleur résiduelle du réacteur, en fonctionnement normal, durant les transitoires postulés ou lors des conditions accidentelles.",
UI,Matériels,UI : Unité d'Interface (CO3).,
UICE,Matériels,UICE : Unité d'Interface SCAT (CS3). Unité d'interface avec le Contronic E.,
UJ,Matériels,UJ : Unité contacteur.,
UJ,Sygma,UJ : Unité contacteur (Sygma).,
UK,Matériels,UK : Unité clignotante.,
UK,Sygma,UK : Unité clignotante (Sygma).,
UL,Matériels,UK : Unité lumineuse de synoptique.,
UL,Sygma,UK : Unité lumineuse de synoptique (Sygma).,
ULG,Matériels,UK : Unité Logique de Traitement. Copyright ©  EDF-CNEPE-Hervé Chevillon,
ULM,Entité,ULM : Unité de Service et de Maintenance (service de la DIAP).,
Ultracentrifugation,RP,"Ultracentrifugation : Procédé d’enrichissement de l’uranium qui exploite également la diff érence de masse entre les isotopes 238 et uranium 235, et qui consiste à faire tourner à grande vitesse un mélange gazeux d’isotopes, afin d’utiliser la force centrifuge pour modifier la composition du mélange. L’ultracentrifugation est aujourd’hui la technologie d’enrichissement la plus performante.",
Ultrasons,Physique,Ultrasons : ondes acoustiques de fréquences supérieures à 20 kHz imperceptibles par l’oreille humaine.,
ULS,Sigles US,ULS : Ultimate Limit State = état limite ultime. Copyright ©  EDF-CNEPE-Hervé Chevillon,
ULS,Matériels,"ULS : Unité Logique de Sauvegarde. Constitue le SPIN. Unité Logique de Sûreté (CO3) (SPIN). 
Chaque ULS réalise : 
- acquisition signaux provenant des UATP et UTD, 
- SDC ou autres équipements, 
- traitement logique signaux issus des UATP, 
- mémorisation ordres de sauvegarde, 
- émission signaux vers UTD, 
- émissions ordres protection vers interrupteurs d'arrêt d'urgence et actionneurs. 
Chaque ULS comporte quatre UTP.",
UM,Matériels,UM : Unité de relais 'à moins sorti'.,
UM,Sygma,UM : Unité de relais 'à moins sorti' (Sygma),
UMA,RP,UMA : Unité de Mesure Anthropogammamétrique.,
UMI,Matériels,UMI : Unité de Maintenance et d'Interface. Armoire.,
UMICT,Matériels,UMICT : Unité de Maintenance et d'Interface Contournement Turbine (SCAP).,
UN,Matériels,UN : Unité de relais RE 3000.,
UN,Sygma,UN : Unité de relais RE 3000 (sygma).,
UNE,Entité,"UNE : Suite à une série d’annonces faites par notre partenaire Constellation, le positionnement d’EDF est réexaminé et la filiale New build UNE (Unistar Nucléal Energy) devient filiale à 100 % d’EDF.EDF doit définir les conditions pour mener à bien ces projets.",
UNGG,Palier,"Uranium Graphite Gaz (Graphite en modérateur- caloporteur du Gaz ) 
Filière de réacteur utilisant de l'uranium naturel comme combustible, du graphite en modérateur et du gaz carbonique en fluide caloporteur. Première filière française, elle est aujourd'hui en cours de démantèlement. - Uranium Naturel Graphite Gaz, dénomination des réacteurs graphite-gaz français, réacteurs utilisant de l'uranium naturel avec modérateur en graphite et refroidis par du CO2, appelés GCRs (Gas Cooled Reactors) en anglais. L'avantage de l'utilisation de l'uranium naturel est contrebalancée par une faible puissance spécifique (environ 1 MW/m3 de coeur) qui impose des réacteurs de grande taille donc onéreux. La décision de ne plus en construire a été prise en 1969. Les réacteurs français sont tous arrêtés définitivement",
UNIE,Entité,UNIE : Unité d'Ingénierie d'Exploitation dans le cadre de l'évolution de l'IOP. Autrefois -> Centre d'Appui au Parc en Exploitation  ex : CAPE - (Operating Plant Support Centre – EDF/DPN).,
"Unité 
Centrale",Informatique,"Unité Centrale : Élément principal d'un ordinateur, l'unité centrale se matérialise par un boîtier, qui recèle tous les composants essentiels d'un ordinateur exceptés le clavier, le moniteur et la souris: à savoir la carte mère et son processeur, le disque dur, les lecteurs et graveurs de CD/DVD et de nombreux autres composants.",
Unité de mesure RP,RP,"• Le Becquerel (Bq) mesure l’activité de la source, c’est-à-dire le nombre de transformations radioactives par seconde. C’est une unité extrêmement petite :
par exemple, un homme de 60 kg a une activité d’environ 6 000 Bq de potassium radioactif dans son squelette.
• Le gray (Gy) mesure la dose absorbée, c’est à dire l’énergie absorbée par unité de masse dans la matière inerte ou la matière vivante ; le gray correspond à une
énergie absorbée de 1 joule par kg. C’est une unité si importante que seuls les sous-multiples sont utilisés en radioprotection.
• Le sievert (Sv) estime l’effet du rayonnement sur l’homme. Les expositions s’expriment en général en millisievert (mSv) ou en microsievert (μSv).
A titre d’exemple : en France, l’exposition d’un individu à la radioactivité naturelle est de 2,4 mSv en moyenne par an.",
Unité Radioprotection,RP,,
UNSCEAR,Sigles US,"UNSCEAR : United Nations Scientific Committee of the Effects of Atomic Radiation (Comité scientifique des Nations-Unies sur les effets des rayonnements ionisants). c'est le Comité Scientifique des Nations Unies sur les effets des rayonnements. Il fait tous les 4 ans le point sur les expositions et les
connaissances scientifiques concernant les effets pathologiques des rayonnements ionisants. La CIPR fonde ses recommandations sur la base des données de l’UNSCEAR, entre autres.",
UO,Sygma,UO : Unité de programmateur à cames (Sygma),
UO2,Physique,UO2 : Dioxyde d'uranium. forme standard du combustible à l’uranium des réacteurs à eau légère.,
UO2(NO3)2,Physique,UO2(NO3)2  : Nitrate d'uranyle.,
UOX,Physique,"UOX : uranium oxide based fuel   (l'oxyde d'uranium) standard des réacteurs à eau légère, constitué d’oxyde d’uranium enrichi en uranium 235.",
UP,Electricité,"UP : Unité de Polarité, Unité de Pilotage du RPN (CO3 ‐contrôle voie A). Envoie des commandes aus EEC, emet des informations vers la turbine, émet la valeur des compteurs à pas vers le KIC via UTD. Unité de Pilotage, elle gère le mouvement des grappes en élaborant les ordres de commande destinés aux équipements électroniques de commande (EEC), elle assure la double régulation de température et d'axial-offset, elle fait partie du système RGL.",
UP,Sygma,"UP : Unité de Polarité, Unité de Pilotage du RPN (CO3 ‐contrôle voie A). Envoie des commandes aus EEC, emet des informations vers la turbine, émet la valeur des compteurs à pas vers le KIC via UTD. Unité de Pilotage, elle gère le mouvement des grappes en élaborant les ordres de commande destinés aux équipements électroniques de commande (EEC), elle assure la double régulation de température et d'axial-offset, elle fait partie du système RGL.",
UPAT,Divers,UPAT : Unité de pilotage des groupes d'arrêt et température.,
UPP,Matériels,UPP : Unité de Pilotage de groupes de Puissance.,
UPP,Divers,UPP : Unité Pilote Projet. Copyright ©  EDF-CNEPE-Hervé Chevillon,
UPP,Informatique,UPP : Unité du Périmètre Pilote (SDIN).,
UR,Electricité,UR : Unité de Relayage,
UR,Sygma,UR : Unité de Relayage (Sygma),
Uranium,RP,"Uranium : numéro atomique = 92, du nom de la planète Uranus, élément actinide radioactif découvert par le chimiste et minéralogiste allemand Klaproth en 1789 (selon Berthelot) en faisant l'analyse de la pechblende, minerai lourd et noirâtre que l'on trouvait dans la mine de Joachimsthal en Bohême et qui fut longtemps considéré sans valeur. Il lui donna ce nom d'après la nouvelle planète découverte par Herschel en 1781, (l'uranium a été isolé plus tard par Peligot en 1841, certains lui attribuent sa découverte), utilisé pour ses propriétés fissiles dans les bombes atomiques et comme combustible dans les centrales nucléaires, soit sous forme naturelle dans certains types de réacteurs (CANDU, UNGG, Magnox, etc..) soit ""enrichi"" en Uranium-235 (PWR, BWR, AGR, etc..). La croûte terrestre contient de 2 à 4 g d'U / t en moyenne
Elément naturel composé de : U238 fertile il est non fissible (99,28%) et U235 fissile (0,71%) - utilisable pour le fission si enrichi à 3 ou 4 % et U234 Fissible(0,01%). Principal élément radioactif dans la nature avec son isotope fissile (235U). IL constitue le combustible des REP après enrichissement.",
Uranuim 234,RP,,
Uranuim 234,Neutronique,,
Uranium 238,RP,,
Uranium 238,Neutronique,,
Uranium appauvri,RP,"L'uranium appauvri  : il est produit au cours de la phase d'enrichissement. Cette phase vise à augmenter la teneur en isotope 235 (U235) de l'uranium qui permet la réaction nucléaire de fission en réacteur. A titre de comparaison : l'uranium naturel contient 0,7% d'U235, le reste étant principalement l'isotope U238 non fissile. Pour une utilisation en réacteur la teneur doit être enrichie à hauteur de 3% à 5%. L'uranium appauvri a généralement une teneur aux alentours de 0,3%, mais on considère comme appauvri tout uranium ayant une teneur en isotope 235 inférieure à 0,7%.",
Uranium enrichi,RP,"l'enrichissement de l'uranium : est le procédé consistant à augmenter la proportion d'isotopes fissiles dans l'uranium. L'opération la plus commune est l'enrichissement de l'uranium naturel en son isotope 235.
- Avant d'être utilisé dans la fabrication des éléments combustibles, l'uranium naturel est enrichi en U235 (les teneurs en U235 vont alors de 3% à 5%). L'uranium enrichi en U235 est obtenu, à partir d'uranium naturel, par séparation isotopique. Les processus physiques ou chimiques permettant de produire l'uranium enrichi produit malheureusement simultanément, en contrepartie, un uranium de teneur en U235 plus faible que la teneur naturelle : cet uranium est dit uranium appauvri (au même titre que celui issu du retraitement).",
Uranium naturel,RP,"Uranium naturel :  sous forme de métal gris et dur, présent dans plusieurs minerais, notamment la pechblende. L'uranium naturel se présente sous la forme d'un mélange.
Uranium naturel composé des  trois isotopes suivants :
U234  0,01 %  d’uranium Z = 92  142 neutrons  (fissible) 
U235  0,71 %  d’uranium Z=  92  143 neutrons  (fissible au départ – puis atteint 3 à 4 % dans REP(enrichissement de la partie fissible)
U238 99,28 % d’uranium z=  92  146 neutrons (il est non fissible)",
URE,RP,URE : Uranium de retraitement Reenrichi.,
URL,Informatique,"URL : C'est l'adressage standard utilisé par les navigateurs Web (Internet Explorer, Netscape, Mozilla, Opéra) et Local (Explorateur Windows) afin de localiser tout type de document sur n'importe quel type d'ordinateur.",
URQ,Qualité,URQ : Le CNEPE est Unité Responsable de Qualification (URQ) pour les pompes de la source froide.,
US,Divers,US : Unité de surveillance du RPN (CO3 ‐contrôle voie A/B).,
US,Sygma,US : Unité de commande simplifiée (Sygma).,
US,Divers,US : Ultime Secours.,
USP,Divers,USP : Unité de Surveillance,
USB,Informatique,USB : Sigle signifiant Universal Serial Bus pour bus série universel. Norme de bus pour la connexion à chaud de périphériques externes compatibles. Elle permet de raccorder jusqu'à 127 périphériques à la fois (en théorie). L'USB offre des débits théoriques de 12 Mbps dans sa version 1.1 et de 480 Mbps dans sa version 2.0.,
Usure du combustible,Fonctionnement,Usure du combustible :,
UT,Divers,UT : Ultrasonic Test = tests ultrasons. Ce sont les US.,
UT,Matériels,UT : Ultrasonic Test = tests ultrasons. Ce sont les US.,
UT,Sygma,UT : Unité de minuterie.,
UT,Matériels,UT : Unité de Transfert (CO3 ‐UTD A/B). UT1 : regroupe informations SPIN. UT2 : transmet ces informations aux ULS.,
UTAT,Matériels,UTAT : Unité de Test des Acquisitions et Traitements (CS3). Unité de test des UAT.,
UTC,Matériels,UTC : Unité de tests périodiques du SPIN.,
UTCT,Matériels,UTCT : Unité de Test de Contournement Turbine (SCAP).,
UT MeP,Matériels,UT MeP : Ultrasons Mesure d’Epaisseur.,
UTNG,Divers,UTNG : Unité de Traitement des grandeurs numérisées ou neutroniques ?  (fait partie du SPIN).,
UTO,Entité,UTO : Unité Technique Opérationnelle Copyright ©  EDF-CNEPE-Hervé Chevillon,
UTS,RP,"UTS : Unité deTravail de Séparation, unité servant à mesurer le travail nécessaire à la séparation d'uranium en deux fractions de teneurs isotopiques différentest, (cf. Arrêté du 30.11.89, J.O. du 27.12.1989, relatif à l'enrichissement de la terminologie de l'ingénierie nucléaire), elle est utilisée pour calculer le coût de l'enrichissement de l'uranium, (SWU en anglais)
servant à évaluer la capacité de production d’une usine d’enrichissement. Elle est proportionnelle à la quantité d’uranium traité et donne une mesure du travail nécessaire pour séparer l’isotope fissile ; (multiple 1 MUTS = 106 UTS)",
UU,Sygma,UU : Variateur de tension,
UU,Electricité,UU : Variateur de tension,
UU,Matériels,UU : Variateur de tension,
UV,Sygma,UV : Unité de Visualisation.,
UV,Physique,"Ultra Violet  :  Pour les sites présentant une quantité significative de micro-organismes pathogènes (amibes ou lésionnelles), on traite avec de la monochloramine ou une autre solution comme sur le site de CIVAUX on utilise les Ultrats Violets.",
UX,Sygma,UX : Unité de matrice à diodes.,
UY,Sygma,UY : Radio - Emmetteur radio - Récepteur radio.,
UZ,Sygma,UZ : Téléphone sûreté.,
v,Chimie,"v : Vanadium, numéro atomique = 23, de Vanadis, déesse scandinave, nom donné par le chimiste suédois Selfstroem en 1830 (appelé précédemment erythronium), découvert par del Rio en 1801 dans un minerai de plomb à Zimapan au Mexique, avec l'acier il constitue des alliages très resistants à l'usure pour fabriquer des essieux, tiges de pistons, blindages, etc..",
V.,Matériels,"V. :  Robinetterie. 
VA : Robinetterie air.
VB : Robinetterie eau borée et non primaire.
VD : Robinetterie eau déminéralisée.
VE  : Robinetterie eau brute.
VF  : Robinetterie combustible principal.
VG : Robinetterie CO2 ‐gaz divers.
VI   : Robinetterie air de ventilation.
VH : Robinetterie huile.
VJ :  Robinetterie effluents gazeux.
VK:  Robinetterie effluents liquides.
VL : Robinetterie eau condensée
VM : Robinetterie combustible d'allumage (propane ‐mazout).
VN : Robinetterie eau de circuit noria (tous circuits fermés d'eau de conditionnement thermique).
VO : Robinetterie réseau poudre (feux sodium).
VQ : Robinetterie liquide organique.
VR : Robinetterie réactif.
VT : Robinetterie eau potable ‐eau de nappe.
VU : Robinetterie sodium.
VV : Robinetterie vapeur.
VW : Robinetterie hélium.
VX : Robinetterie argon.
VZ : Robinetterie azote.",
V.,Matériels,"V. :  Vanne 
VB : Vanne pour eau borée.
VN : Vanne pour eau.
VP : Vanne pour liquide. 
VV : Vanne pour vapeur.
VY :  Vanne pour gaz.
VZ : Vanne pour gaz",
V..,Syst.fonct.,V.. : = Circuit vapeur.,
VA,Matériels,VA : Robinetterie air.,
VA,Sygma,VA : Robinetterie / vannes Air.,
VA,Matériels,VA : Vannes d' Arrêt vapeur de la turbine.,
VAC,Electricité,VAC : Volt Alternative C+B2460 courant.,
VADUR,Matériels,VADUR : Vanne A Démontage Ultra Rapide.,
VAE,Matériels,VAE : Vanne ouverte. Actionneur bistable vanne.,
VAE,RH,VAE : Valorisation Acquis Expérience.,
VAH,Matériels,VAH : Vanne fermée. Actionneur bistable vanne.,
VAO,Documentation,VAO : Vu Avec Observation.,
Variable globale,Divers,"Variable globale : Variable échangée entre plusieurs programmes du SCAT, soit sur une même station CMX, soit transitant par des bus. Une variable globale regroupe plusieurs informations élémentaires, en particulier la validité de la variable. Une variable globale est repéré par un repère alphanumérique.",
Variable locale,Divers,"Variable locale :  Variable interne à un programme du SCAT, et non transmise sur les bus.",
VAT,Electricité,VAT : Vérification d'Absence de Tension.,
VA - SR,Matériels,"VA - SR : situation sur GTA - système GSE / GRE
Vannes d’Arrêt – Soupapes de Réglage :
-Combinaison de 2 vannes :
-1 vanne « tout ou rien » montée à l’amont de la combinaison : vanne d’arrêt rattachée au GSE.
-1 vanne de « régulation » montée à l’aval :soupape de réglage rattachée au GRE.",
Valence,RP,"Valence : nombre de liaisons qu'un atome peut former. L'atome est monovalent s'il peut former une liaison, divalent s'il peut en former deux, trivalent s'il peut en former trois...",
Vallée de stabilité,Neutronique,Vallée de stabilité : Ligne où se trouvent les noyaux stables dans un diagramme représentant le nombre de neutrons en fonction du nombre de protons desdits noyaux.,
VAN,Divers,"VAN : Valeur Actualisé Nette : C'est la différence entre : 
- les capacités d'autofinancement actualisés (valeur actuelle) qu'apportera un investissement 
et 
- le capital investi 
Une VAN positive détermine si l'investissement peut être entrepris.",
Vanne,Matériels,"Vanne : 
Organe réglant - La vanne est un dispositif sphérique mobile implanté dans un tuyau d’alimentation comportant un fluide et/ ou un gaz. Equipée d’une molette ou d’une poignée, elle permet d’ouvrir, réguler et stopper le débit. Il existe aussi des modèles de vannes électriques, appelées électrovannes.
Type de vannes : 
- Vanne parallèle (V).
- Vanne oblique (k).",
Vanne casse vide Turbine N4,Matériels,"Vanne casse vide Turbine N4 : Chaque corps BP est équipé d'une vanne casse vide qui permet de provoquer une importante entrée d'air dans le condenseur. La vanne casse vide est utilisée pour obtenir un ralentissement rapide du groupe lors des incidents. Sa commande est volontaire et ne doit intervenir qu'après le déclenchement de la turbine. La vanne casse vide est maintenue fermée par un vérin hydraulique alimenté en fluide 120 bar. Lorsque ce circuit de fluide est mis à la décharge sous l'action d'une électrovanne commandée à distance, ou d'un relais installé en local, la vanne s'ouvre sous l'effet de la différence de pression s'exerçant sur son clapet. Un accumulateur permet de palier aux baisses temporaires de la pression d'alimentation et de maintenir la vanne casse vide fermée.",
"Vanne d'admission 
vapeur BP",Matériels,"Vanne d'admission vapeur BP : Situation - SDM / GTA - données 1300 MW. Les vannes d'admission vapeur pour chaque corps BP sont constituées de deux jeux de vannes papillon :  
- une vanne d'arrêt, 
- une vannes d'interception.
Dans le cas d'un signal du système de sureté les vannes se ferment en 0,3 seconde.",
"Vanne d'admission 
vapeur HP",Matériels,"Vanne d'admission vapeur HP : Situation - SDM / GTA - données 1300 MW
- Les vannes d'admission vapeur HP sont constituées de quatre jeux de vannes d'arrêt et de vannes de régulation séparés à un seul siège et à fermeture par ressort sur une diminution de la pression du liquide moteur. Dans le cas d'un signal du système de sureté les vannes se ferment en 0,3 seconde. L'admission de vapeur HP est contrôlées par laminage dans la vanne de régulation.",
"Vanne d'Interception 
Soupapes Modération",Matériels,"Vanne d'Interception soupapes Modération : Situation sur GTA - système GSE / GRE.
Vannes d’Interception – Soupapes de Modération -Combinaison de 2 vannes papillon :
-1 vanne « tout ou rien » montée à l’amont de la combinaison : vanne d’interception rattachée au GSE.
-1 vanne de « régulation » montée à l’aval :soupape de modération rattachée au GRE.",
Vannes GCT (N4),Matériels,"GCT Vannes s'ouvrent suivant deux types de fonctionnement : 
1)° - en ouverture rapide (O.R.) :
Dans ce cas elles fonctionnent en tout ou rien. Le signal, en fonction de son amplitude, ouvre successivement tous les groupes. Toutes les soupapes d’un même groupe sont sollicitées en même temps.
2)° En ouverture modulée (O.M.) :
Dans ce cas le signal, suivant son amplitude, ouvre successivement les vannes des différents groupes.",
Vanne réglante,Matériels,Vanne réglante : Vanne de Charge du circuit RCV   (RCV = Contrôle Volumétrique et Chimique).,
"Vannes d'arrêt 
Soupapes réglantes",Matériels,"Vannes d'arrêt soupapes réglantes : situation sur GTA - système GSE / GRE. Vannes d’arrêt – Soupapes de Réglage.
- Combinaison de 2 vannes :
- 1 vanne « tout ou rien » montée à l’amont de la combinaison : vanne d’arrêt rattachée au GSE.
- 1 vanne de « régulation » montée à l’aval :soupape de réglage rattachée au GRE.",
VAO,Documentation,VAO : Vu Avec Observations.,
Vapeur auxiliaire système,Syst.fonct.,"Vapeur auxiliaire système : 
XAA : Vapeur auxiliaire - alimentation en eau et dégazeur. 
XCA : Vapeur auxiliaire - chaudière à fuel - chaudière électrique. 
XPA : Vapeur auxiliaire - préparation combustible fossile. 
XVA : Vapeur auxiliaire - ventilation chaudière.",
Vapeur saturée humide,Physique,"La vapeur saturée humide :
C’est un mélange de vapeur saturée et de gouttelettes d’eau en suspension.
Le titre de la vapeur permet de déterminer la quantité d’eau contenue dans la vapeur.Plus le titre est proche de 1, plus la vapeur est sèche.
Quand x = 1 nous sommes en présence de vapeur saturée sèche.",
Vapeur X=0,Physique,vapeur X=0 : Vapeur humide.,
Vapeur X=1,Physique,Vapeur X=1 : Vapeur sèche.,
Vaporisation,Physique,Vaporisation : changement de phase : de l'état liquide (eau) à l'état gazeux (vapeur).,
VAULT,Informatique,Vault : Outil de gestion des plans Autocad.,
VB,Matériels,VB : Vanne pour eau borée et non primaire .,
VB,Sygma,VB : Vanne pour eau borée et non primaire .,
VC,Fonctionnement,VC : Vapeur de Chauffe - Robinetterie eau de circulation.,
VC,Matériels,VC : Robinetterie eau de circulation.,
VC,Sygma,VC : Robinetterie eau de circulation.,
VC,Etat tranche,VC : Visite Complète.,
VC,Type arrêt,VC : Visite Complète.,
vc-vl,Divers,vc-vl : vie courte - vie longue.,
VCD,Sygma,VCD : Contournement turbine décharge atmosphère concerne les sites de : Bugey et Fessenheim.,
VCDa,Sygma,VCDa : Contournement turbine décharge atmosphère concerne les sites de : Bugey et Fessenheim.,
VCI,Type arrêt,"VCI : Visite Complète Initiale - VCI du circuit primaire principal, contrôles faisant le point zéro des visites complètes (VC) et des visites partielles (VP) de surveillance en exploitation. La surveillance des opérations de contrôles est assurée par le GDL.",
VCI,Etat tranche,"VCI : Visite Complète Initiale - VCI du circuit primaire principal, contrôles faisant le point zéro des visites complètes (VC) et des visites partielles (VP) de surveillance en exploitation. La surveillance des opérations de contrôles est assurée par le GDL.",
VCS,Sécurité,"VCS : Visite Commune de Sécurité ( EDF + Prestataires, entreprises).",
VCT,Sigles US,VCT : Volume Control Tank = réservoir de contrôle volumétrique. C'est le ballon RCV du N4.,
VD,Sygma,VD : Robinetterie  eau déminéralisée.,
VD,Matériels,VD : Robinetterie  eau déminéralisée.,
VD,Type arrêt,"VD : Visite décennale : -Tous les dix ans, une inspection complète et détaillée de la tranche est effectuée. Les principaux composants : cuve, circuit primaire, générateurs de vapeur, pressuriseur, enceinte de confinement… font l'objet d'examens et tests approfondis.
La visite décennale (VD) qui inclut des contrôles approfondis et réglementaires des principaux composants : la cuve du réacteur, le circuit primaire et l’enceinte du bâtiment réacteur. Sa durée est de l’ordre de 90 jours. A son issue, l’Autorité de sûreté nucléaire (l’ASN) donne l’autorisation de poursuivre l’exploitation pour dix ans.",
VD,Etat tranche,"VD : Visite décennale : - Tous les dix ans, une inspection complète et détaillée de la tranche est effectuée. Les principaux composants : cuve, circuit primaire, générateurs de vapeur, pressuriseur, enceinte de confinement… font l'objet d'examens et tests approfondis.
La visite décennale (VD) qui inclut des contrôles approfondis et réglementaires des principaux composants : la cuve du réacteur, le circuit primaire et l’enceinte du bâtiment réacteur. Sa durée est de l’ordre de 90 jours. A son issue, l’Autorité de sûreté nucléaire (l’ASN) donne l’autorisation de poursuivre l’exploitation pour dix ans.",
VD3,Type arrêt,"VD3 1300 : Le projet VD3 1300 est un des projets phares du programme Grand carénage. Piloté par le CIPN, il intègre l'ensemble des modifications programmées sur les arrêts décennaux des centrales du palier 1300 dans les domaines du contrôle commande (modernisation et rénovation), de l'électricité (création d'une nouvelle source ondulée notamment), du génie civil (renforcement d'ouvrages et de structures), de la mécanique (remplacement de matériels), de la documentation (mise à jour)... Ces modifications comprennent aussi celles issues d'autres projets (remplacement des générateurs de vapeur, obsolescence, post-Fukushima...).",
VD détails,Divers,"VD détails : Exemple VD2 de Dampierre en 2012 -   Les trois contrôles fondamentaux durant la VD 
Ces contrôles, qui sont menés sur les principaux composants que sont la cuve du réacteur, le circuit primaire et l’enceinte du bâtiment réacteur, jouent un rôle essentiel dans le maintien des fonctions de sûreté nucléaire 
- L’épreuve hydraulique du circuit primaire : Le circuit primaire constitue l’une des principales barrières de protection entre les produits radioactifs et l’environnement. L’épreuve hydraulique consiste à tester l’étanchéité et la résistance de ce circuit. Le circuit primaire est rempli d’eau, chauffé et monté à une pression de 206 bars (155 bars en fonctionnement normal), par paliers et sur trois jours consécutifs. 
- L’inspection de la cuve du réacteur : La cuve est le composant qui contient les assemblages de combustible, elle renferme le cœur du réacteur où s’opère la fission nucléaire. C’est un ensemble robo-tisé, la Machine d’inspection en service (MIS), qui est utilisé pour inspecter l’intérieur de la cuve sous l’eau. Des contrôles sont effectués essentiellement sur les soudures, les revêtements et l’aspect volumique de la cuve. Trois techniques sont utilisées : vidéo, ultrason et radiographie. Ces contrôles permettent de disposer d’un état complet de la cuve et de son intégrité. Les résultats sont analysés par rapport à un état zéro mesuré lors de sa fabrication. 
- L’épreuve « enceinte » du bâtiment : L’étanchéité et la résistance de la paroi en béton du bâtiment réacteur sont contrôlées. Le bâtiment est gonflé à l’aide de compresseurs d’air à cinq fois la pression atmosphérique pour vérifier qu’il remplit complètement son rôle de confinement et vérifier le bon comportement mécanique de la structure en béton armé. De la montée en pression au dégonflage, l’épreuve dure quatre jours. 
La visite décennale en chiffres : 
- 2 400 intervenants : une centaine d’entreprises nationales ou régionales, 
- 30 millions d’euros de maintenance et d’investissement, 
- une durée d’environ 100 jours, 
- 15 000 activités, 
- plus de 20 000 heures dédiées aux contrôles,
- 14 000 heures de maintenance, 
- 520 tonnes d’échafaudages (dont 120 en zone nucléaire).",
VDA,Fonctionnement,VDA : Contournement turbine à l'atmosphère. Dimensionné pour passé 50 % du débit vapeur nominal à 70 bar pression nominale au barillet vapeur.,
VDOC,Qualité,"VDOC : L’outil informatique VDOC est une application Notes. Elle est accessible à tout agent du CNEPE depuis l’intranet du CNEPE, rubrique « Système de Management ».
Le traitement des constats, des écarts, des réclamations clients et des actions correctives et préventives est supporté par l’application informatique VDOC, au moyen de 4 types de fiches :
-Constat = référencé dans VDOC sous un numéro CNEPE-CST-XXXX-YYY,
-FRC (Fiche de Réclamation Client) = référencé dans VDOC sous un numéro FRC-XXXX-YYY,
-FNC (Fiche de Non-Conformité) = référencé dans VDOC sous un numéro FNC-XXXX-YYY,
-FAC/FAP (Fiche d’Action Corrective ou Fiche d’Action Préventive) = référencé dans VDOC sous un numéro FAC-FAP-XXXX-YYY,
où XXXX est le millésime de l’année de création de la fiche (4 chiffres) et YYY est un n° chronologique attribué automatiquement par VDOC (1 à 3 chiffres).",
VDS,EC,VDS : Visites de sécurité (visites de terrain).,
VDS,Sigles US,"VDS : Vent and Drain System = système de purges, évents et exhaures. Classé B3 et ETC‐M3.",
VE,Matériels,"VE : Robinetterie eau brute.
VF : Robinetterie combustible principal.
VG : Robinetterie CO2 ‐gaz divers.
VH : Robinetterie huile.
VI  : Robinetterie air de ventilation.",
VE,Sygma,VE : Robinetterie eau brute.,
vecteur isotopique,Neutronique,Vecteur isotopique : description en pourcentage des fractions respectives de chaque isotope d’un élément chimique (par exemple : vecteur-plutonium).,
